song,plays,datetime,artist,album
Times Like These,1,"13 Jun 2025, 15:12",Addison Rae,Addison
Headphones On,1,"13 Jun 2025, 15:08",Addison Rae,Addison
Paladin Strait,1,"13 Jun 2025, 15:02",Twenty One Pilots,Clancy
At the Risk of Feeling Dumb,1,"13 Jun 2025, 14:59",Twenty One Pilots,Clancy
Oldies Station,1,"13 Jun 2025, 14:55",Twenty One Pilots,Clancy
Snap Back,1,"13 Jun 2025, 14:51",Twenty One Pilots,Clancy
Navigating,1,"13 Jun 2025, 14:47",Twenty One Pilots,Clancy
Lavish,1,"13 Jun 2025, 14:45",Twenty One Pilots,Clancy
The Craving (Jenna's version),1,"13 Jun 2025, 14:42",Twenty One Pilots,Clancy
Vignette,1,"13 Jun 2025, 14:39",Twenty One Pilots,Clancy
Routines in the Night,1,"13 Jun 2025, 14:35",Twenty One Pilots,Clancy
Midwest Indigo,1,"13 Jun 2025, 14:32",Twenty One Pilots,Clancy
Backslide,1,"13 Jun 2025, 14:29",Twenty One Pilots,Clancy
Next Semester,1,"13 Jun 2025, 14:25",Twenty One Pilots,Clancy
The Contract,1,"13 Jun 2025, 14:21",Twenty One Pilots,The Contract
Overcompensate,1,"13 Jun 2025, 14:04",Twenty One Pilots,Clancy
#NAME?,1,"13 Jun 2025, 14:00",Belinda,INDÓMITA
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",1,"13 Jun 2025, 13:58",Sevdaliza,"Ride Or Die, Pt. 2"
Fortnight (feat. Post Malone),1,"13 Jun 2025, 13:54",Taylor Swift,THE TORTURED POETS DEPARTMENT
My Boy Only Breaks His Favorite Toys,1,"13 Jun 2025, 13:51",Taylor Swift,THE TORTURED POETS DEPARTMENT
Down Bad,1,"13 Jun 2025, 13:46",Taylor Swift,THE TORTURED POETS DEPARTMENT
Cactus,1,"13 Jun 2025, 13:43",Belinda,INDÓMITA
Van Gogh,1,"13 Jun 2025, 13:40",Belinda,INDÓMITA
JACKPOT,1,"13 Jun 2025, 03:16",Belinda,INDÓMITA
Heterocromía,1,"13 Jun 2025, 03:12",Belinda,INDÓMITA
Wet Dreams,1,"13 Jun 2025, 03:09",Belinda,INDÓMITA
#NAME?,1,"13 Jun 2025, 03:06",Belinda,INDÓMITA
Wet Dreams,1,"13 Jun 2025, 00:47",Belinda,INDÓMITA
Silvana,1,"13 Jun 2025, 00:44",Belinda,INDÓMITA
#NAME?,1,"13 Jun 2025, 00:41",Belinda,INDÓMITA
DEATH NOTE,1,"13 Jun 2025, 00:38",Belinda,INDÓMITA
LA MALA,1,"13 Jun 2025, 00:36",Belinda,INDÓMITA
foreplay,1,"13 Jun 2025, 00:33",siouxxie sixxsta,witchpop
The Sound,1,"13 Jun 2025, 00:29",The 1975,The Sound
Crush Culture,1,"13 Jun 2025, 00:26",Conan Gray,Sunset Season
ur so pretty,1,"13 Jun 2025, 00:25",Wasia Project,how can i pretend?
Happy New Year,1,"13 Jun 2025, 00:20",Let's Eat Grandma,Two Ribbons
coming of age,1,"13 Jun 2025, 00:18",mxmtoon,rising
End of Beginning,1,"13 Jun 2025, 00:15",Djo,DECIDE
make you mine,1,"13 Jun 2025, 00:11",Madison Beer,Make You Mine
The Bird and the Worm,1,"13 Jun 2025, 00:08",The Used,Lies for the Liars
Goth,1,"13 Jun 2025, 00:01",Sidewalks and Skeletons,White Light
Hell Together,1,"12 Jun 2025, 23:58",David Archuleta,Hell Together
Uma Thurman,1,"12 Jun 2025, 23:55",Fall Out Boy,American Beauty/American Psycho
We Didn’t Start the Fire,1,"12 Jun 2025, 23:51",Fall Out Boy,We Didn’t Start the Fire
¿Cómo Pasó?,1,"12 Jun 2025, 23:48",Ela Taubert,¿Cómo Pasó?
FRI(END)S,1,"12 Jun 2025, 23:46",V,FRI(END)S
Favorite Record,1,"12 Jun 2025, 23:42",Fall Out Boy,American Beauty/American Psycho
Incredible (feat. Labrinth),1,"12 Jun 2025, 23:39",Sia,Incredible (feat. Labrinth)
Incredible (feat. Labrinth),1,"12 Jun 2025, 23:38",Sia,Incredible (feat. Labrinth)
Never Ending Song,1,"12 Jun 2025, 23:35",Conan Gray,Found Heaven
Fainted Love,1,"12 Jun 2025, 23:32",Conan Gray,Found Heaven
Killing Me,1,"12 Jun 2025, 23:29",Conan Gray,Found Heaven
Kiss Me Better,1,"12 Jun 2025, 23:26",Julie Bergan,Kiss Me Better
Fortnight (feat. Post Malone),1,"12 Jun 2025, 23:21",Taylor Swift,THE TORTURED POETS DEPARTMENT
My Boy Only Breaks His Favorite Toys,1,"12 Jun 2025, 23:17",Taylor Swift,THE TORTURED POETS DEPARTMENT
Down Bad,1,"12 Jun 2025, 23:13",Taylor Swift,THE TORTURED POETS DEPARTMENT
La Cuadrada,1,"12 Jun 2025, 23:06",Belinda,INDÓMITA
Rayo Mcqueen,1,"12 Jun 2025, 23:03",Belinda,INDÓMITA
Never Not Love You,1,"12 Jun 2025, 22:39",Belinda,INDÓMITA
Mírame Feliz,1,"12 Jun 2025, 22:36",Belinda,INDÓMITA
Aries,1,"12 Jun 2025, 22:33",Belinda,INDÓMITA
300 Noches,1,"12 Jun 2025, 22:30",Belinda,INDÓMITA
Cursi De +,1,"12 Jun 2025, 22:26",Belinda,INDÓMITA
Fresh Out the Slammer,1,"12 Jun 2025, 22:23",Taylor Swift,THE TORTURED POETS DEPARTMENT
Who’s Afraid of Little Old Me?,1,"12 Jun 2025, 20:57",Taylor Swift,THE TORTURED POETS DEPARTMENT
I Can Do It with a Broken Heart,1,"12 Jun 2025, 20:53",Taylor Swift,THE TORTURED POETS DEPARTMENT
You Need Me Now?,1,"12 Jun 2025, 20:50",girl in red,I'M DOING IT AGAIN BABY!
So High School,1,"12 Jun 2025, 20:47",Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
Little Wing,1,"12 Jun 2025, 20:43",Sia,Reasonable Woman
Immortal Queen (feat. Chaka Khan),1,"12 Jun 2025, 20:40",Sia,Reasonable Woman
"Champion (feat. Tierra Whack, Kaliii  Jimmy Jolliff)",1,"12 Jun 2025, 20:37",Sia,Reasonable Woman
Wanna Be Known,1,"12 Jun 2025, 20:33",Sia,Reasonable Woman
Go On,1,"12 Jun 2025, 20:30",Sia,Reasonable Woman
Nowhere to Be,1,"12 Jun 2025, 20:27",Sia,Reasonable Woman
Gorgeous,1,"12 Jun 2025, 20:23",Taylor Swift,reputation
The Alchemy,1,"12 Jun 2025, 20:20",Taylor Swift,THE TORTURED POETS DEPARTMENT
Dancing With Our Hands Tied,1,"12 Jun 2025, 20:17",Taylor Swift,reputation
Ven,1,"12 Jun 2025, 18:54",Kudai,Sobrevive
Notion,1,"12 Jun 2025, 18:51",Kings of Leon,Only by the Night
"Beautiful, Dirty, Rich",1,"12 Jun 2025, 18:48",Lady Gaga,The Fame
The Motto,1,"12 Jun 2025, 18:46",Tiësto,The Motto
I'm a Lady (feat. Trouble Andrew),1,"12 Jun 2025, 18:37",Santigold,Santigold
Don't You Worry,1,"12 Jun 2025, 18:34",Shakira,DON'T YOU WORRY
Safe,1,"12 Jun 2025, 18:31",JP Saxe,Articulate Excuses
ULTRA SOLO,1,"12 Jun 2025, 18:27",Polima WestCoast,ULTRA SOLO
Californication,1,"12 Jun 2025, 18:22",Red Hot Chili Peppers,Californication (Deluxe Edition)
Headphones On,1,"12 Jun 2025, 18:18",Addison Rae,Addison
lacy,1,"12 Jun 2025, 18:15",Olivia Rodrigo,GUTS
Boom Clap,1,"12 Jun 2025, 18:12",Charli xcx,Boom Clap
Ai se eu te pego,1,"12 Jun 2025, 18:09",Michel Teló,Na Balada (Ao Vivo)
Brick by Boring Brick,1,"12 Jun 2025, 18:05",Paramore,brand new eyes
Otro Día Que Va,1,"12 Jun 2025, 18:01",RBD,Rebelde
Don't Wait Up,1,"12 Jun 2025, 17:58",Shakira,Don't Wait Up
Lie,1,"12 Jun 2025, 17:54",NF,Perception
America's Suitehearts,1,"12 Jun 2025, 17:51",Fall Out Boy,Folie à Deux (Digital Album)
A Light That Never Comes,1,"12 Jun 2025, 17:47",Linkin Park,Recharged
Life in Color,1,"12 Jun 2025, 17:44",OneRepublic,Native
Great DJ,1,"12 Jun 2025, 17:40",The Ting Tings,We Started Nothing
"Motivation (feat. Jay Warren, Junior Maile  Sione Toki)",1,"12 Jun 2025, 17:38",JTM,I'm Not a Rapper
SECOND MINUTE HOUR,1,"12 Jun 2025, 17:35",Jordy,SEX WITH MYSELF
Pioneers,1,"12 Jun 2025, 17:29",for KING & COUNTRY,Burn the Ships
Give Me Your Love,1,"12 Jun 2025, 17:26",Justin Webber,Give Me Your Love
Turn Me On (feat. Nicki Minaj),1,"12 Jun 2025, 17:23",David Guetta,Nothing But The Beat (Ultimate Edition)
I Don’t Wanna Live Forever (Fifty Shades Darker),1,"12 Jun 2025, 17:18",Zayn,reputation Stadium Tour Surprise Song Playlist
Something Beautiful,1,"12 Jun 2025, 17:14",Miley Cyrus,Something Beautiful
The Feeling,1,"12 Jun 2025, 17:11",Lost Frequencies,The Feeling
Dark Paradise,1,"12 Jun 2025, 17:07",Lana Del Rey,Born to Die
Bloody Mary,1,"12 Jun 2025, 16:26",Lady Gaga,Born This Way (International Standard Version)
BOILED PEANUTS,1,"12 Jun 2025, 16:24",Doechii,Alligator Bites Never Heal
Hello Heartache,1,"12 Jun 2025, 16:20",Avril Lavigne,Avril Lavigne (Expanded Edition)
Hard Times,1,"12 Jun 2025, 16:17",Paramore,After Laughter
Hard Times,1,"12 Jun 2025, 08:58",Paramore,After Laughter
Let You Go,1,"12 Jun 2025, 08:56",David Burster,Let You Go
Good Goodbye (feat. Pusha T and Stormzy),1,"12 Jun 2025, 08:48",Linkin Park,One More Light
To My Love,1,"12 Jun 2025, 08:24",Bomba Estéreo,Amanecer (Remixed)
Me Against the Music (feat. Madonna),1,"12 Jun 2025, 08:14",Britney Spears,Greatest Hits: My Prerogative
SECOND MINUTE HOUR,1,"12 Jun 2025, 08:02",Jordy,SECOND MINUTE HOUR
M.I.L.F. $,1,"12 Jun 2025, 07:59",Fergie,Double Dutchess
Pyro,1,"12 Jun 2025, 07:55",Kings of Leon,Come Around Sundown (Expanded Edition)
Gave You I Gave You I,1,"12 Jun 2025, 07:51",Gracie Abrams,The Secret of Us
I Don't Love You,1,"12 Jun 2025, 07:47",My Chemical Romance,The Black Parade
LIFELINE,1,"12 Jun 2025, 07:44",Tom Walker,I Am
Runaway,1,"12 Jun 2025, 07:41",OneRepublic,Artificial Paradise (Deluxe)
Hasta la Raíz,1,"12 Jun 2025, 07:38",Natalia Lafourcade,Hasta la Raíz (Edición Especial)
Young,1,"12 Jun 2025, 07:34",Neon Capital,Young
LO SIENTO,1,"12 Jun 2025, 07:31",Toke Rosa,Toke rosa
Wrecked,1,"12 Jun 2025, 07:26",Imagine Dragons,Wrecked
A Year Without Rain,1,"12 Jun 2025, 03:15",Selena Gomez  The Scene,"Love You Like A Love Song, Come  Get It, and More"
Anxiety,1,"12 Jun 2025, 03:11",Doechii,Anxiety
Pretty Ugly,1,"12 Jun 2025, 03:09",Zara Larsson,Pretty Ugly
Don't Panic,1,"12 Jun 2025, 03:07",Anne-Marie,If You're Looking For A New Best Friend
Lovin Myself,1,"12 Jun 2025, 03:04",Ava Max,Lovin Myself
OK,1,"12 Jun 2025, 02:54",Katy Perry,1432
Rollercoaster,1,"12 Jun 2025, 02:50",Perrie,Rollercoaster
That's What You Get,1,"12 Jun 2025, 02:47",Anne-Marie,If You're Looking For A Reason To Key Your Ex's Car
Sapphire,1,"12 Jun 2025, 02:44",Ed Sheeran,Sapphire
Friend Of Mine,1,"12 Jun 2025, 02:41",Rihanna,Friend Of Mine (from the Smurfs Movie Soundtrack)
Distant Strangers (feat. The Kid Laroi  Imogen Heap),1,"12 Jun 2025, 02:38",ONEFOUR,Distant Strangers (feat. The Kid Laroi  Imogen Heap)
ALL I WANT IS YOU,1,"12 Jun 2025, 02:36",The Kid LAROI,All I Want Is You
Headphones On,1,"12 Jun 2025, 02:32",Addison Rae,Addison
Fame Is a Gun,1,"12 Jun 2025, 02:29",Addison Rae,Addison
Summer Forever,1,"12 Jun 2025, 02:21",Addison Rae,Addison
High Fashion,1,"12 Jun 2025, 02:17",Addison Rae,Addison
Aquamarine,1,"12 Jun 2025, 02:15",Addison Rae,Addison
Diet Pepsi,1,"12 Jun 2025, 02:12",Addison Rae,Addison
New York,1,"12 Jun 2025, 02:09",Addison Rae,Addison
Woke Up In Love,1,"11 Jun 2025, 23:57",Kygo,Woke Up In Love
Die For You,1,"11 Jun 2025, 23:54",Calum Scott,Die For You
Love Is Just A Word,1,"11 Jun 2025, 23:50",Jasmine Thompson,Love Is Just A Word
Biblical,1,"11 Jun 2025, 23:46",Calum Scott,Bridges
Run With Me,1,"11 Jun 2025, 23:42",Calum Scott,Bridges
Die For You,1,"11 Jun 2025, 23:38",Calum Scott,Die For You
I got it bad,1,"11 Jun 2025, 23:35",Addison Rae,AR
Flaws,1,"11 Jun 2025, 23:32",Calum Scott,Bridges
I'll Be There,1,"11 Jun 2025, 23:28",Calum Scott,Bridges
Times Like These,1,"11 Jun 2025, 23:21",Addison Rae,Addison
If Our Love Is Wrong,1,"11 Jun 2025, 23:18",Calum Scott,Only Human (Deluxe)
Die For You,1,"11 Jun 2025, 23:15",Calum Scott,Die For You
You Are the Reason,1,"11 Jun 2025, 23:11",Calum Scott,Only Human (Deluxe)
Amor Transgenico,1,"11 Jun 2025, 23:08",Belinda,Carpe Diem
#NAME?,1,"11 Jun 2025, 23:05",Belinda,INDÓMITA
Gaia,1,"11 Jun 2025, 22:59",Belinda,Carpe Diem
Sal de Mi Piel,1,"11 Jun 2025, 22:55",Belinda,Carpe Diem
Maldita Suerte,1,"11 Jun 2025, 22:44",Belinda,Carpe Diem
Wacko,1,"11 Jun 2025, 22:41",Belinda,Carpe Diem
Mi Religion,1,"11 Jun 2025, 22:37",Belinda,Carpe Diem
Cuida de Mi,1,"11 Jun 2025, 22:32",Belinda,Carpe Diem
Lolita,1,"11 Jun 2025, 22:28",Belinda,Carpe Diem
Culpable,1,"11 Jun 2025, 22:25",Belinda,Carpe Diem
Dopamina,1,"11 Jun 2025, 22:21",Belinda,Carpe Diem
Egoista (feat. Pitbull),1,"11 Jun 2025, 22:18",Belinda,Carpe Diem
Amor Transgenico,1,"11 Jun 2025, 22:15",Belinda,Carpe Diem
After We Make Love,1,"11 Jun 2025, 22:11",Belinda,Catarsis
Nada,1,"11 Jun 2025, 22:08",Belinda,Catarsis
No Me Vuelvo a Enamorar,1,"11 Jun 2025, 22:04",Belinda,Catarsis
Litost,1,"11 Jun 2025, 22:01",Belinda,Catarsis
Vuelve a Mí,1,"11 Jun 2025, 21:57",Belinda,Catarsis
Bailaría Sobre el Fuego,1,"11 Jun 2025, 21:26",Belinda,Catarsis
Como Si Fueramos Novios,1,"11 Jun 2025, 21:22",Belinda,Catarsis
Dime Si Es Amor,1,"11 Jun 2025, 21:07",Belinda,Catarsis
LA MALA,1,"11 Jun 2025, 21:05",Belinda,INDÓMITA
#NAME?,1,"11 Jun 2025, 21:02",Belinda,INDÓMITA
I Love You... Te Quiero,1,"11 Jun 2025, 20:58",Belinda,Catarsis
En el Amor Hay Que Perdonar,1,"11 Jun 2025, 20:54",Belinda,Catarsis
En la Obscuridad,1,"11 Jun 2025, 20:51",Belinda,Catarsis
Dame Más,1,"11 Jun 2025, 20:48",Belinda,Catarsis
Walk of Fame (feat. Brittany Howard),1,"11 Jun 2025, 20:42",Miley Cyrus,Something Beautiful
DISCO (FT. TOMMY GENESIS),1,"11 Jun 2025, 20:38",Nessa Barrett,AFTERCARE
Just Keep Watching (From F1® The Movie),1,"11 Jun 2025, 20:36",Tate McRae,Just Keep Watching (From F1® The Movie)
Fame Is a Gun,1,"11 Jun 2025, 20:33",Addison Rae,Addison
Walk of Fame (feat. Brittany Howard),1,"11 Jun 2025, 20:27",Miley Cyrus,Something Beautiful
Utopia,1,"11 Jun 2025, 20:24",Belinda,Utopia
Every Girl You've Ever Loved (feat. Naomi Campbell),1,"11 Jun 2025, 16:10",Miley Cyrus,Something Beautiful
Walk of Fame (feat. Brittany Howard),1,"11 Jun 2025, 16:04",Miley Cyrus,Something Beautiful
Lose Yourself,1,"11 Jun 2025, 16:02",MØ,Plæygirl
Just Keep Watching (From F1® The Movie),1,"11 Jun 2025, 15:59",Tate McRae,Just Keep Watching (From F1® The Movie)
DISCO (FT. TOMMY GENESIS),1,"11 Jun 2025, 15:56",Nessa Barrett,AFTERCARE
Contigo o Sin Ti,1,"11 Jun 2025, 15:52",Belinda,Utopia
Never Enough,1,"11 Jun 2025, 15:49",Belinda,Utopia
Luz Sin Gravedad,1,"11 Jun 2025, 15:45",Belinda,Utopia
Amiga Soledad,1,"11 Jun 2025, 15:40",Belinda,Utopia
Pudo Ser Tan Facil,1,"11 Jun 2025, 15:36",Belinda,Utopia
Quien Es Feliz,1,"11 Jun 2025, 15:33",Belinda,Utopia
Alguien Mas,1,"11 Jun 2025, 15:29",Belinda,Utopia
Bella Traicion,1,"11 Jun 2025, 15:26",Belinda,Utopia
CUNTISSIMO,1,"11 Jun 2025, 15:09",Marina,PRINCESS OF POWER
See a Little Light,1,"11 Jun 2025, 15:05",Belinda,Utopia
Die For You,1,"11 Jun 2025, 15:02",Calum Scott,Die For You
BANG BANG!,1,"11 Jun 2025, 15:00",Nessa Barrett,Hell Is A Teenage Girl
PINS AND NEEDLES,1,"11 Jun 2025, 14:56",Nessa Barrett,AFTERCARE
PINS AND NEEDLES,1,"11 Jun 2025, 01:19",Nessa Barrett,AFTERCARE
STAY ALIVE,1,"11 Jun 2025, 00:36",Nessa Barrett,AFTERCARE
I <3 YOU,1,"11 Jun 2025, 00:29",Marina,PRINCESS OF POWER
FINAL BOSS,1,"11 Jun 2025, 00:23",Marina,PRINCESS OF POWER
I <3 YOU,1,"11 Jun 2025, 00:16",Marina,PRINCESS OF POWER
FINAL BOSS,1,"11 Jun 2025, 00:13",Marina,PRINCESS OF POWER
DIGITAL FANTASY,1,"11 Jun 2025, 00:09",Marina,PRINCESS OF POWER
CUPID'S GIRL,1,"11 Jun 2025, 00:06",Marina,PRINCESS OF POWER
BUTTERFLY,1,"11 Jun 2025, 00:02",Marina,PRINCESS OF POWER
PRINCESS OF POWER,1,"10 Jun 2025, 23:57",Marina,PRINCESS OF POWER
Fame Is a Gun,1,"10 Jun 2025, 23:54",Addison Rae,Addison
PASSENGER PRINCESS,1,"10 Jun 2025, 23:52",Nessa Barrett,AFTERCARE
DIRTY LITTLE SECRET,1,"10 Jun 2025, 23:48",Nessa Barrett,AFTERCARE
HEARTBEAT,1,"10 Jun 2025, 23:45",Nessa Barrett,AFTERCARE
P*RNSTAR,1,"10 Jun 2025, 23:43",Nessa Barrett,AFTERCARE
motel whore,1,"10 Jun 2025, 23:39",Nessa Barrett,Hell Is A Teenage Girl
i hope ur miserable until ur dead,1,"10 Jun 2025, 23:36",Nessa Barrett,pretty poison
fuckmarrykill,1,"10 Jun 2025, 23:32",Nessa Barrett,young forever
dying on the inside,1,"10 Jun 2025, 23:29",Nessa Barrett,dying on the inside
lovebomb,1,"10 Jun 2025, 23:26",Nessa Barrett,young forever
too hot to cry,1,"10 Jun 2025, 23:23",Nessa Barrett,young forever
GIVEN ENOUGH,1,"10 Jun 2025, 23:19",Nessa Barrett,AFTERCARE
die first,1,"10 Jun 2025, 23:16",Nessa Barrett,young forever
LOVE LOOKS PRETTY ON YOU,1,"10 Jun 2025, 23:13",Nessa Barrett,AFTERCARE DELUXE
Never Not Love You,1,"10 Jun 2025, 23:10",Belinda,INDÓMITA
Ni Freud Ni Tu Mama,1,"10 Jun 2025, 23:07",Belinda,Utopia
Fame Is a Gun,1,"10 Jun 2025, 23:04",Addison Rae,Addison
Aquamarine / Arcamarine,1,"10 Jun 2025, 23:00",Addison Rae,Aquamarine / Arcamarine
Obsessed,1,"10 Jun 2025, 22:58",Addison Rae,Obsessed
I got it bad,1,"10 Jun 2025, 22:55",Addison Rae,AR
it could’ve been u,1,"10 Jun 2025, 22:53",Addison Rae,AR
lioness,1,"10 Jun 2025, 22:50",Swedish House Mafia,Lioness
A Tear in Space (Airlock),1,"10 Jun 2025, 22:47",Glass Animals,A Tear in Space (Airlock)
it could’ve been u,1,"10 Jun 2025, 22:44",Addison Rae,AR
Nothing On (But The Radio),1,"10 Jun 2025, 22:42",Addison Rae,AR
2 Die 4 (feat. Charli XCX),1,"10 Jun 2025, 22:40",Addison Rae,AR
I got it bad,1,"10 Jun 2025, 22:37",Addison Rae,AR
Headphones On,1,"10 Jun 2025, 22:33",Addison Rae,Addison
Times Like These,1,"10 Jun 2025, 22:29",Addison Rae,Addison
Fame Is a Gun,1,"10 Jun 2025, 22:26",Addison Rae,Addison
Summer Forever,1,"10 Jun 2025, 22:22",Addison Rae,Addison
High Fashion,1,"10 Jun 2025, 22:19",Addison Rae,Addison
Aquamarine,1,"10 Jun 2025, 22:16",Addison Rae,Addison
Diet Pepsi,1,"10 Jun 2025, 22:14",Addison Rae,Addison
New York,1,"10 Jun 2025, 22:11",Addison Rae,Addison
Boba Niña Nice,1,"10 Jun 2025, 22:07",Belinda,Belinda
Angel (Once In Your Lifetime),1,"10 Jun 2025, 22:03",Belinda,Belinda
Lo Siento (I'm Sorry),1,"10 Jun 2025, 22:00",Belinda,Belinda
Wake Me Up,1,"10 Jun 2025, 21:55",MØ,Plæygirl
Heartbreak,1,"10 Jun 2025, 21:52",MØ,Plæygirl
Vildchild,1,"10 Jun 2025, 21:49",MØ,Plæygirl
Lose Yourself,1,"10 Jun 2025, 21:46",MØ,Plæygirl
Keep Møving,1,"10 Jun 2025, 21:42",MØ,Plæygirl
SWEET (feat. Biig Piig),1,"10 Jun 2025, 21:39",MØ,Plæygirl
Without You,1,"10 Jun 2025, 21:37",MØ,Plæygirl
Knife,1,"10 Jun 2025, 21:33",MØ,Plæygirl
Lose Yourself,1,"10 Jun 2025, 19:37",MØ,Plæygirl
Never Not Love You,1,"10 Jun 2025, 19:33",Belinda,INDÓMITA
Just Keep Watching (From F1® The Movie),1,"10 Jun 2025, 19:21",Tate McRae,Just Keep Watching (From F1® The Movie)
Run With Me,1,"10 Jun 2025, 19:14",Calum Scott,Bridges
Die For You,1,"10 Jun 2025, 19:10",Calum Scott,Die For You
Flaws,1,"10 Jun 2025, 19:07",Calum Scott,Bridges
I'll Be There,1,"10 Jun 2025, 19:03",Calum Scott,Bridges
If Our Love Is Wrong,1,"10 Jun 2025, 19:00",Calum Scott,Only Human (Deluxe)
Die For You,1,"10 Jun 2025, 18:57",Calum Scott,Die For You
You Are the Reason,1,"10 Jun 2025, 18:53",Calum Scott,Only Human (Deluxe)
DEATH NOTE,1,"10 Jun 2025, 18:48",Belinda,INDÓMITA
La Cuadrada,1,"10 Jun 2025, 18:45",Belinda,INDÓMITA
Rayo Mcqueen,1,"10 Jun 2025, 18:41",Belinda,INDÓMITA
Mírame Feliz,1,"10 Jun 2025, 18:38",Belinda,INDÓMITA
300 Noches,1,"10 Jun 2025, 18:35",Belinda,INDÓMITA
Cactus,1,"10 Jun 2025, 18:32",Belinda,INDÓMITA
Silvana,1,"10 Jun 2025, 18:17",Belinda,INDÓMITA
Van Gogh,1,"10 Jun 2025, 18:14",Belinda,INDÓMITA
Heterocromía,1,"10 Jun 2025, 18:10",Belinda,INDÓMITA
JACKPOT,1,"10 Jun 2025, 17:49",Belinda,INDÓMITA
#NAME?,1,"10 Jun 2025, 17:45",Belinda,INDÓMITA
Wet Dreams,1,"10 Jun 2025, 17:43",Belinda,INDÓMITA
#NAME?,1,"10 Jun 2025, 17:39",Belinda,INDÓMITA
LA MALA,1,"10 Jun 2025, 17:37",Belinda,INDÓMITA
Never Not Love You,1,"10 Jun 2025, 17:34",Belinda,INDÓMITA
Aries,1,"10 Jun 2025, 17:31",Belinda,INDÓMITA
Cursi De +,1,"10 Jun 2025, 17:27",Belinda,INDÓMITA
Run With Me,1,"10 Jun 2025, 17:24",Calum Scott,Bridges
Die For You,1,"10 Jun 2025, 17:16",Calum Scott,Die For You
Flaws,1,"10 Jun 2025, 17:13",Calum Scott,Bridges
I'll Be There,1,"10 Jun 2025, 17:09",Calum Scott,Bridges
If Our Love Is Wrong,1,"10 Jun 2025, 17:06",Calum Scott,Only Human (Deluxe)
Die For You,1,"10 Jun 2025, 17:02",Calum Scott,Die For You
You Are the Reason,1,"10 Jun 2025, 16:59",Calum Scott,Only Human (Deluxe)
DEATH NOTE,1,"10 Jun 2025, 16:56",Belinda,INDÓMITA
La Cuadrada,1,"10 Jun 2025, 16:53",Belinda,INDÓMITA
Rayo Mcqueen,1,"10 Jun 2025, 16:49",Belinda,INDÓMITA
Mírame Feliz,1,"10 Jun 2025, 16:46",Belinda,INDÓMITA
300 Noches,1,"10 Jun 2025, 16:43",Belinda,INDÓMITA
Cactus,1,"10 Jun 2025, 16:40",Belinda,INDÓMITA
Silvana,1,"10 Jun 2025, 16:37",Belinda,INDÓMITA
Van Gogh,1,"10 Jun 2025, 16:34",Belinda,INDÓMITA
Heterocromía,1,"10 Jun 2025, 16:24",Belinda,INDÓMITA
JACKPOT,1,"10 Jun 2025, 16:10",Belinda,INDÓMITA
#NAME?,1,"10 Jun 2025, 16:04",Belinda,INDÓMITA
Wet Dreams,1,"10 Jun 2025, 16:00",Belinda,INDÓMITA
#NAME?,1,"10 Jun 2025, 15:57",Belinda,INDÓMITA
LA MALA,1,"10 Jun 2025, 15:54",Belinda,INDÓMITA
Never Not Love You,1,"10 Jun 2025, 15:51",Belinda,INDÓMITA
Aries,1,"10 Jun 2025, 15:48",Belinda,INDÓMITA
Cursi De +,1,"10 Jun 2025, 15:44",Belinda,INDÓMITA
Every Girl You've Ever Loved (feat. Naomi Campbell),1,"10 Jun 2025, 15:32",Miley Cyrus,Something Beautiful
Aquamarine / Arcamarine,1,"10 Jun 2025, 15:28",Addison Rae,Aquamarine / Arcamarine
Obsessed,1,"10 Jun 2025, 15:26",Addison Rae,Obsessed
it could’ve been u,1,"10 Jun 2025, 15:24",Addison Rae,AR
Nothing On (But The Radio),1,"10 Jun 2025, 15:21",Addison Rae,AR
2 Die 4 (feat. Charli XCX),1,"10 Jun 2025, 15:19",Addison Rae,AR
I got it bad,1,"10 Jun 2025, 15:13",Addison Rae,AR
Headphones On,1,"10 Jun 2025, 15:09",Addison Rae,Addison
Times Like These,1,"10 Jun 2025, 15:05",Addison Rae,Addison
Fame Is a Gun,1,"10 Jun 2025, 15:02",Addison Rae,Addison
Summer Forever,1,"10 Jun 2025, 14:58",Addison Rae,Addison
High Fashion,1,"10 Jun 2025, 14:55",Addison Rae,Addison
Aquamarine,1,"10 Jun 2025, 14:52",Addison Rae,Addison
Diet Pepsi,1,"10 Jun 2025, 14:49",Addison Rae,Addison
New York,1,"10 Jun 2025, 14:47",Addison Rae,Addison
Vivir,1,"10 Jun 2025, 14:44",Belinda,Belinda
Boba Niña Nice,1,"10 Jun 2025, 14:41",Belinda,Belinda
Angel (Once In Your Lifetime),1,"10 Jun 2025, 14:37",Belinda,Belinda
Lo Siento (I'm Sorry),1,"10 Jun 2025, 14:33",Belinda,Belinda
Wake Me Up,1,"10 Jun 2025, 14:29",MØ,Plæygirl
Heartbreak,1,"10 Jun 2025, 14:26",MØ,Plæygirl
Vildchild,1,"10 Jun 2025, 14:22",MØ,Plæygirl
Lose Yourself,1,"10 Jun 2025, 14:19",MØ,Plæygirl
Keep Møving,1,"10 Jun 2025, 14:16",MØ,Plæygirl
SWEET (feat. Biig Piig),1,"10 Jun 2025, 14:13",MØ,Plæygirl
Without You,1,"10 Jun 2025, 14:10",MØ,Plæygirl
